0,21.35874878
0.1,21.35874878
0.2,21.35874878
0.3,21.35874878
0.4,21.84750733
0.5,21.84750733
0.6,22.33626588
0.7,22.33626588
0.8,21.35874878
0.9,21.84750733
1,21.84750733
1.1,22.33626588
1.2,22.33626588
1.3,22.33626588
1.4,22.82502444
1.5,22.33626588
1.6,22.33626588
1.7,22.33626588
1.8,22.82502444
1.9,22.82502444
2,22.82502444
2.1,22.82502444
2.2,22.82502444
2.3,23.31378299
2.4,23.31378299
2.5,23.31378299
2.6,23.31378299
2.7,23.31378299
2.8,23.31378299
2.9,23.80254154
3,23.80254154
3.1,23.80254154
3.2,23.80254154
3.3,23.31378299
3.4,23.80254154
3.5,23.80254154
3.6,23.80254154
3.7,23.80254154
3.8,23.80254154
3.9,23.80254154
4,23.80254154
4.1,24.2913001
4.2,24.2913001
4.3,24.2913001
4.4,24.2913001
4.5,24.2913001
4.6,24.2913001
4.7,24.2913001
4.8,24.2913001
4.9,24.78005865
5,24.2913001
5.1,24.2913001
5.2,24.2913001
5.3,24.78005865
5.4,24.78005865
5.5,24.78005865
5.6,24.2913001
5.7,24.78005865
5.8,24.2913001
5.9,24.2913001
6,24.78005865
6.1,24.2913001
6.2,24.78005865
6.3,24.78005865
6.4,24.78005865
6.5,24.78005865
6.6,25.2688172
6.7,24.78005865
6.8,24.78005865
6.9,24.78005865
7,24.78005865
7.1,24.78005865
7.2,24.78005865
7.3,24.78005865
7.4,25.2688172
7.5,24.78005865
7.6,25.2688172
7.7,24.78005865
7.8,24.78005865
7.9,24.78005865
8,24.78005865
8.1,25.2688172
8.2,24.78005865
8.3,25.2688172
8.4,24.78005865
8.5,24.78005865
8.6,25.2688172
8.7,25.2688172
8.8,25.2688172
8.9,25.2688172
9,24.78005865
9.1,24.78005865
9.2,25.2688172
9.3,24.78005865
9.4,24.78005865
9.5,24.78005865
9.6,25.2688172
9.7,25.2688172
9.8,25.2688172
9.9,25.2688172
10,25.2688172
10.1,25.2688172
10.2,24.78005865
10.3,25.2688172
10.4,25.2688172
10.5,24.78005865
10.6,25.75757576
10.7,25.2688172
10.8,25.2688172
10.9,25.2688172
11,25.2688172
11.1,25.2688172
11.2,25.2688172
11.3,25.2688172
11.4,25.2688172
11.5,25.2688172
11.6,25.75757576
11.7,25.75757576
11.8,25.2688172
11.9,25.2688172
12,25.75757576
12.1,25.75757576
12.2,25.75757576
12.3,25.75757576
12.4,25.2688172
12.5,25.2688172
12.6,25.2688172
12.7,25.2688172
12.8,25.75757576
12.9,25.2688172
13,25.2688172
13.1,25.2688172
13.2,25.2688172
13.3,25.2688172
13.4,25.2688172
13.5,25.2688172
13.6,25.2688172
13.7,25.2688172
13.8,25.75757576
13.9,25.75757576
14,25.75757576
14.1,25.2688172
14.2,25.75757576
14.3,25.2688172
14.4,25.2688172
14.5,25.2688172
14.6,25.2688172
14.7,25.2688172
14.8,25.75757576
14.9,25.2688172
